640,0,-684.504881,2427.104607
2256.369564,1346.820522,-602.417373,2175.442198,1380.734678,-579.288561,234,98,0
2256.369564,1346.820522,-602.417373,2215.850842,1315.02004,-586.230056,234,92,0
2256.369564,1346.820522,-602.417373,2316.294133,1321.637434,-619.550969,234,79,0
1594.216713,1607.646288,-412.166004,1651.652787,1573.658499,-427.484677,247,202,54
1594.216713,1607.646288,-412.166004,1606.815948,1629.210564,-418.274535,247,202,54
1606.815948,1629.210564,-418.274535,1693.64163,1590.85249,-442.67875,246,195,49
1606.815948,1629.210564,-418.274535,1503.494073,1685.280244,-390.281327,250,223,69
1547.824738,1617.191866,-398.100795,1594.216713,1607.646288,-412.166004,249,216,64
1547.824738,1617.191866,-398.100795,1494.679389,1637.21132,-382.868271,251,228,73
1815.356027,1350.125357,-458.916986,1878.202676,1357.712862,-480.202404,239,153,19
1878.202676,1357.712862,-480.202404,1934.469209,1336.611428,-496.503367,236,137,8
1503.494073,1685.280244,-390.281327,1494.679389,1637.21132,-382.868271,251,228,73
1503.494073,1685.280244,-390.281327,1420.754753,1753.273854,-370.092788,253,236,79
1420.754753,1753.273854,-370.092788,1409.378158,1682.182411,-359.696285,253,241,82
1465.404423,1647.433885,-374.411795,1494.679389,1637.21132,-382.868271,252,234,77
1465.404423,1647.433885,-374.411795,1409.378158,1682.182411,-359.696285,253,241,82
2665.978336,771.226641,-682.81865,2652.314567,835.513531,-684.31533,234,38,0
2665.978336,771.226641,-682.81865,2612.271259,789.167561,-666.744481,234,40,0
2619.381694,691.743765,-659.963287,2665.978336,771.226641,-682.81865,234,42,0
2619.381694,691.743765,-659.963287,2590.784164,742.579199,-655.270679,234,44,0
2619.381694,691.743765,-659.963287,2559.499222,697.622033,-640.697097,234,51,0
2215.850842,1315.02004,-586.230056,2147.788228,1329.856517,-565.46953,234,107,0
2215.850842,1315.02004,-586.230056,2249.426797,1276.149142,-593.484982,234,92,0
1939.933439,1484.467173,-512.491628,1880.643571,1509.229376,-495.565752,235,129,2
1939.933439,1484.467173,-512.491628,1931.720186,1461.780904,-507.67659,234,126,0
1939.933439,1484.467173,-512.491628,1995.150604,1459.496696,-528.085049,234,126,0
1901.832285,1406.189722,-492.632019,1878.202676,1357.712862,-480.202404,236,137,8
1931.720186,1461.780904,-507.67659,2004.597067,1422.006382,-527.60513,234,126,0
2041.395854,1439.604153,-541.244442,1995.150604,1459.496696,-528.085049,234,124,0
2041.395854,1439.604153,-541.244442,2004.597067,1422.006382,-527.60513,234,125,0
1880.643571,1509.229376,-495.565752,1845.735374,1524.168405,-485.642852,235,133,5
1845.735374,1524.168405,-485.642852,1815.722283,1536.54554,-477.074875,236,139,9
1815.722283,1536.54554,-477.074875,1796.928234,1509.399699,-468.416482,237,145,14
2038.533148,1391.837668,-535.781413,2004.597067,1422.006382,-527.60513,234,125,0
2038.533148,1391.837668,-535.781413,2089.434419,1419.041106,-554.926531,234,122,0
2089.434419,1419.041106,-554.926531,2041.395854,1439.604153,-541.244442,234,120,0
2089.434419,1419.041106,-554.926531,2175.442198,1380.734678,-579.288561,234,114,0
2175.442198,1380.734678,-579.288561,2132.667671,1344.993826,-561.984148,234,110,0
2559.499222,697.622033,-640.697097,2554.163159,733.332668,-642.287732,234,51,0
2559.499222,697.622033,-640.697097,2495.841398,709.252874,-620.695458,234,65,0
2495.841398,709.252874,-620.695458,2500.094155,741.264687,-625.129725,234,65,0
2590.784164,742.579199,-655.270679,2612.271259,789.167561,-666.744481,234,44,0
2590.784164,742.579199,-655.270679,2554.163159,733.332668,-642.287732,234,51,0
2554.163159,733.332668,-642.287732,2500.094155,741.264687,-625.129725,234,62,0
2500.094155,741.264687,-625.129725,2449.193214,774.145283,-611.362173,234,72,0
2428.759666,722.245268,-599.654357,2495.841398,709.252874,-620.695458,234,81,0
2428.759666,722.245268,-599.654357,2348.668618,739.534697,-574.661095,234,101,0
2428.759666,722.245268,-599.654357,2449.193214,774.145283,-611.362173,234,81,0
469.581248,667.722775,-5.853604,311.623557,1002.784795,0,75,107,169
469.581248,667.722775,-5.853604,563.118893,671.042943,-17.882211,75,107,169
469.581248,667.722775,-5.853604,520.898971,776.768072,-15.564478,75,107,169
1253.07084,1888.846962,-329.299999,1218.367281,1920.46087,-321.273048,251,242,90
1253.07084,1888.846962,-329.299999,1183.045821,1822.231678,-300.425002,243,238,107
1342.302279,1814.810729,-350.757114,1420.754753,1753.273854,-370.092788,254,243,83
1342.302279,1814.810729,-350.757114,1253.07084,1888.846962,-329.299999,253,243,86
1342.302279,1814.810729,-350.757114,1322.75502,1740.001549,-337.376163,254,244,84
1380.291289,1690.498478,-351.141755,1409.378158,1682.182411,-359.696285,254,243,83
1322.75502,1740.001549,-337.376163,1380.291289,1690.498478,-351.141755,254,244,84
1322.75502,1740.001549,-337.376163,1242.88107,1729.021686,-310.717718,247,241,97
666.917716,1495.657456,-107.585564,670.898385,1409.211916,-100.10384,137,168,220
970.959907,852.710234,-125.916809,1004.924634,869.557852,-137.888036,157,187,236
970.959907,852.710234,-125.916809,896.808168,820.376396,-101.2714,138,169,220
970.959907,852.710234,-125.916809,990.284149,912.822664,-138.365052,157,187,236
2249.426797,1276.149142,-593.484982,2201.900914,1230.450996,-573.554593,234,102,0
2249.426797,1276.149142,-593.484982,2315.364367,1266.081158,-614.030549,234,86,0
1693.64163,1590.85249,-442.67875,1683.964248,1565.211848,-437.126011,242,175,35
1693.64163,1590.85249,-442.67875,1759.203533,1561.637735,-461.129214,241,169,31
1759.203533,1561.637735,-461.129214,1815.722283,1536.54554,-477.074875,238,151,18
1759.203533,1561.637735,-461.129214,1749.34941,1536.247922,-455.539158,239,156,22
1847.095611,1447.285473,-478.773348,1901.832285,1406.189722,-492.632019,236,138,8
1847.095611,1447.285473,-478.773348,1861.151112,1460.336514,-484.59296,236,138,8
1861.151112,1460.336514,-484.59296,1931.720186,1461.780904,-507.67659,235,134,6
1861.151112,1460.336514,-484.59296,1843.83974,1477.027532,-480.56403,236,136,7
1843.83974,1477.027532,-480.56403,1880.643571,1509.229376,-495.565752,236,136,7
1843.83974,1477.027532,-480.56403,1796.928234,1509.399699,-468.416482,237,145,14
1796.928234,1509.399699,-468.416482,1749.34941,1536.247922,-455.539158,239,156,22
1683.964248,1565.211848,-437.126011,1651.652787,1573.658499,-427.484677,244,185,42
1683.964248,1565.211848,-437.126011,1718.409648,1547.587042,-446.5958,242,175,35
1749.34941,1536.247922,-455.539158,1718.409648,1547.587042,-446.5958,241,165,28
896.808168,820.376396,-101.2714,899.731726,884.635425,-109.074086,138,169,220
896.808168,820.376396,-101.2714,827.703057,787.899847,-79.600149,119,150,205
778.82101,765.80188,-65.426986,827.703057,787.899847,-79.600149,106,138,195
311.623557,1002.784795,0,440.275085,1006.764657,-10.916501,75,107,169
311.623557,1002.784795,0,303.167946,1326.171535,0,75,107,169
577.559239,1534.004208,-83.750466,666.917716,1495.657456,-107.585564,122,153,208
577.559239,1534.004208,-83.750466,562.414385,1434.99262,-69.655384,110,141,197
577.559239,1534.004208,-83.750466,507.2806,1661.517254,-74.273983,114,145,201
303.167946,1326.171535,0,452.431859,1253.305892,-24.814197,75,107,169
1804.397861,1288.842218,-449.11503,1815.356027,1350.125357,-458.916986,240,163,26
1804.397861,1288.842218,-449.11503,1871.355546,1265.013913,-468.659617,240,163,26
745.50868,749.982402,-56.24677,778.82101,765.80188,-65.426986,99,130,188
745.50868,749.982402,-56.24677,770.396273,810.227957,-67.365442,99,130,188
1643.669741,1524.8457,-420.232907,1651.652787,1573.658499,-427.484677,245,193,48
1643.669741,1524.8457,-420.232907,1708.666463,1492.128395,-438.144454,245,193,48
1708.666463,1492.128395,-438.144454,1718.409648,1547.587042,-446.5958,242,174,34
1708.666463,1492.128395,-438.144454,1773.154288,1453.546955,-455.353387,242,174,34
1773.154288,1453.546955,-455.353387,1847.095611,1447.285473,-478.773348,239,156,22
1773.154288,1453.546955,-455.353387,1757.379463,1385.573404,-443.538914,241,168,30
1757.379463,1385.573404,-443.538914,1815.356027,1350.125357,-458.916986,241,168,30
1757.379463,1385.573404,-443.538914,1689.598543,1371.893711,-420.028904,245,193,48
1689.598543,1371.893711,-420.028904,1618.56386,1415.818366,-401.3336,249,213,62
2348.668618,739.534697,-574.661095,2362.004836,823.324311,-587.098932,234,101,0
562.414385,1434.99262,-69.655384,592.571353,1412.023427,-76.605901,110,141,197
2297.631462,1095.033545,-591.795132,2242.343221,1108.958842,-574.971351,234,101,0
825.752208,1414.564157,-148.262643,867.453416,1408.810163,-160.473183,169,199,246
750.696987,1486.258007,-132.489575,666.917716,1495.657456,-107.585564,143,174,225
750.696987,1486.258007,-132.489575,825.752208,1414.564157,-148.262643,161,191,239
750.696987,1486.258007,-132.489575,815.083846,1513.969745,-155.027162,161,191,239
935.235882,1377.384745,-177.961731,933.929374,1295.549543,-168.065062,173,203,249
867.453416,1408.810163,-160.473183,935.235882,1377.384745,-177.961731,172,202,248
867.453416,1408.810163,-160.473183,888.593935,1470.143417,-173.422368,172,202,248
1671.882015,1326.795977,-409.58489,1689.598543,1371.893711,-420.028904,247,204,56
1671.882015,1326.795977,-409.58489,1585.63253,1357.074527,-384.52362,251,227,72
1725.753058,1281.080331,-422.493616,1804.397861,1288.842218,-449.11503,245,191,46
1725.753058,1281.080331,-422.493616,1671.882015,1326.795977,-409.58489,247,204,56
1725.753058,1281.080331,-422.493616,1717.342516,1254.956934,-417.004415,246,197,50
1717.342516,1254.956934,-417.004415,1794.889095,1205.31668,-437.414549,246,197,50
527.159289,1323.294335,-49.521807,562.414385,1434.99262,-69.655384,94,126,184
527.159289,1323.294335,-49.521807,452.431859,1253.305892,-24.814197,80,112,173
527.159289,1323.294335,-49.521807,582.617296,1291.550044,-62.180529,94,126,184
440.275085,1006.764657,-10.916501,511.47889,903.13577,-18.782542,76,108,170
475.467798,1118.49134,-22.056604,452.431859,1253.305892,-24.814197,79,111,172
475.467798,1118.49134,-22.056604,440.275085,1006.764657,-10.916501,76,108,170
475.467798,1118.49134,-22.056604,590.779389,1105.57407,-48.189967,79,111,172
1399.329439,907.378746,-270.473283,1489.861636,891.103377,-299.364218,224,229,146
1399.329439,907.378746,-270.473283,1393.302115,940.512187,-272.320889,224,229,146
1393.302115,940.512187,-272.320889,1455.587731,949.710852,-294.566774,225,229,143
1410.907345,1357.764648,-327.68507,1376.388843,1267.643376,-306.479386,246,240,101
1410.907345,1357.764648,-327.68507,1494.362668,1366.919604,-355.793783,253,243,87
1585.63253,1357.074527,-384.52362,1590.301519,1411.943714,-391.736186,251,227,72
1494.362668,1366.919604,-355.793783,1585.63253,1357.074527,-384.52362,254,242,83
1494.362668,1366.919604,-355.793783,1500.96825,1447.964522,-366.419554,254,242,83
1069.883528,899.16062,-161.139713,1004.924634,869.557852,-137.888036,164,194,242
1069.883528,899.16062,-161.139713,1056.147536,920.095471,-159.22036,172,202,248
1069.883528,899.16062,-161.139713,1146.808593,931.134291,-189.209542,172,202,248
1977.968807,1381.184317,-515.029623,1901.832285,1406.189722,-492.632019,235,130,3
1977.968807,1381.184317,-515.029623,1986.401817,1355.815071,-515.336153,234,126,0
2035.627082,1383.868451,-534.074266,2038.533148,1391.837668,-535.781413,234,123,0
2035.627082,1383.868451,-534.074266,1977.968807,1381.184317,-515.029623,234,126,0
2035.627082,1383.868451,-534.074266,2078.961324,1365.189677,-546.411487,234,123,0
2147.788228,1329.856517,-565.46953,2132.667671,1344.993826,-561.984148,234,110,0
2132.667671,1344.993826,-561.984148,2078.961324,1365.189677,-546.411487,234,118,0
1986.401817,1355.815071,-515.336153,1934.469209,1336.611428,-496.503367,234,129,2
1986.401817,1355.815071,-515.336153,2045.614918,1322.27584,-531.412195,234,126,0
2078.961324,1365.189677,-546.411487,2045.614918,1322.27584,-531.412195,234,124,0
2089.719573,1286.504695,-542.330484,2147.788228,1329.856517,-565.46953,234,120,0
2089.719573,1286.504695,-542.330484,2045.614918,1322.27584,-531.412195,234,124,0
520.898971,776.768072,-15.564478,550.809951,768.036697,-19.694276,77,109,171
511.47889,903.13577,-18.782542,520.898971,776.768072,-15.564478,77,109,171
511.47889,903.13577,-18.782542,587.646891,929.938006,-34.815913,78,110,171
1967.268035,1010.33794,-474.281828,2024.965428,977.876458,-490.176484,236,141,10
960.92416,1378.566305,-186.065951,935.235882,1377.384745,-177.961731,173,203,248
960.92416,1378.566305,-186.065951,968.863045,1456.36646,-196.969281,175,204,246
2283.03444,868.90537,-565.235481,2250.472778,823.008741,-549.97991,234,116,0
2283.03444,868.90537,-565.235481,2312.29591,865.921826,-574.670784,234,108,0
2283.03444,868.90537,-565.235481,2248.033822,911.411876,-557.708428,234,112,0
2362.004836,823.324311,-587.098932,2421.914482,833.497031,-607.942017,234,91,0
2421.914482,833.497031,-607.942017,2449.193214,774.145283,-611.362173,234,75,0
2312.29591,865.921826,-574.670784,2362.004836,823.324311,-587.098932,234,101,0
2312.29591,865.921826,-574.670784,2314.946324,931.163854,-581.805999,234,101,0
823.449268,1329.128749,-137.99642,825.752208,1414.564157,-148.262643,164,194,242
823.449268,1329.128749,-137.99642,796.286314,1319.797932,-128.600531,159,189,237
2330.768674,1127.920842,-605.841164,2297.631462,1095.033545,-591.795132,234,88,0
2330.768674,1127.920842,-605.841164,2365.500307,1091.769012,-613.794325,234,76,0
2329.34895,1174.913113,-609.904076,2295.9896,1196.406347,-601.053057,234,80,0
2329.34895,1174.913113,-609.904076,2330.768674,1127.920842,-605.841164,234,76,0
