3.825000000000000000e+02,0.000000000000000000e+00
3.815000000000000000e+02,9.000000000000000000e+00
3.835000000000000000e+02,1.700000000000000000e+01
3.840000000000000000e+02,1.550000000000000000e+01
3.835000000000000000e+02,6.000000000000000000e+00
3.865000000000000000e+02,2.000000000000000000e+00
3.885000000000000000e+02,1.000000000000000000e+01
3.905000000000000000e+02,1.800000000000000000e+01
3.925000000000000000e+02,2.600000000000000000e+01
3.930000000000000000e+02,3.550000000000000000e+01
3.945000000000000000e+02,2.700000000000000000e+01
3.935000000000000000e+02,1.800000000000000000e+01
3.925000000000000000e+02,9.000000000000000000e+00
3.970000000000000000e+02,5.500000000000000000e+00
4.020000000000000000e+02,8.500000000000000000e+00
4.070000000000000000e+02,1.350000000000000000e+01
4.140000000000000000e+02,1.650000000000000000e+01
4.165000000000000000e+02,2.400000000000000000e+01
4.185000000000000000e+02,2.300000000000000000e+01
4.225000000000000000e+02,2.800000000000000000e+01
4.200000000000000000e+02,3.550000000000000000e+01
4.195000000000000000e+02,4.300000000000000000e+01
4.235000000000000000e+02,4.900000000000000000e+01
4.235000000000000000e+02,5.700000000000000000e+01
4.235000000000000000e+02,6.500000000000000000e+01
4.245000000000000000e+02,7.200000000000000000e+01
4.260000000000000000e+02,8.050000000000000000e+01
4.285000000000000000e+02,8.600000000000000000e+01
4.290000000000000000e+02,9.550000000000000000e+01
4.295000000000000000e+02,1.050000000000000000e+02
4.300000000000000000e+02,1.125000000000000000e+02
4.330000000000000000e+02,1.195000000000000000e+02
4.310000000000000000e+02,1.265000000000000000e+02
4.350000000000000000e+02,1.275000000000000000e+02
4.405000000000000000e+02,1.300000000000000000e+02
4.445000000000000000e+02,1.360000000000000000e+02
4.420000000000000000e+02,1.355000000000000000e+02
4.390000000000000000e+02,1.405000000000000000e+02
4.445000000000000000e+02,1.440000000000000000e+02
4.465000000000000000e+02,1.500000000000000000e+02
4.475000000000000000e+02,1.570000000000000000e+02
4.485000000000000000e+02,1.660000000000000000e+02
4.475000000000000000e+02,1.730000000000000000e+02
4.485000000000000000e+02,1.820000000000000000e+02
4.430000000000000000e+02,1.825000000000000000e+02
4.435000000000000000e+02,1.870000000000000000e+02
4.495000000000000000e+02,1.910000000000000000e+02
4.475000000000000000e+02,1.990000000000000000e+02
4.460000000000000000e+02,2.075000000000000000e+02
4.445000000000000000e+02,2.160000000000000000e+02
4.435000000000000000e+02,2.250000000000000000e+02
4.425000000000000000e+02,2.320000000000000000e+02
4.415000000000000000e+02,2.390000000000000000e+02
4.405000000000000000e+02,2.480000000000000000e+02
4.385000000000000000e+02,2.560000000000000000e+02
4.370000000000000000e+02,2.645000000000000000e+02
4.360000000000000000e+02,2.715000000000000000e+02
4.340000000000000000e+02,2.795000000000000000e+02
4.335000000000000000e+02,2.870000000000000000e+02
4.315000000000000000e+02,2.930000000000000000e+02
4.290000000000000000e+02,3.005000000000000000e+02
4.265000000000000000e+02,3.080000000000000000e+02
4.230000000000000000e+02,3.145000000000000000e+02
4.190000000000000000e+02,3.205000000000000000e+02
4.150000000000000000e+02,3.265000000000000000e+02
4.105000000000000000e+02,3.320000000000000000e+02
4.040000000000000000e+02,3.355000000000000000e+02
4.005000000000000000e+02,3.400000000000000000e+02
3.970000000000000000e+02,3.465000000000000000e+02
3.955000000000000000e+02,3.530000000000000000e+02
3.960000000000000000e+02,3.595000000000000000e+02
3.940000000000000000e+02,3.635000000000000000e+02
3.895000000000000000e+02,3.690000000000000000e+02
3.840000000000000000e+02,3.735000000000000000e+02
3.785000000000000000e+02,3.740000000000000000e+02
3.770000000000000000e+02,3.705000000000000000e+02
3.745000000000000000e+02,3.650000000000000000e+02
3.810000000000000000e+02,3.615000000000000000e+02
3.845000000000000000e+02,3.670000000000000000e+02
3.890000000000000000e+02,3.615000000000000000e+02
3.835000000000000000e+02,3.600000000000000000e+02
3.770000000000000000e+02,3.585000000000000000e+02
3.710000000000000000e+02,3.625000000000000000e+02
3.650000000000000000e+02,3.645000000000000000e+02
3.590000000000000000e+02,3.665000000000000000e+02
3.525000000000000000e+02,3.650000000000000000e+02
3.550000000000000000e+02,3.605000000000000000e+02
3.485000000000000000e+02,3.590000000000000000e+02
3.430000000000000000e+02,3.545000000000000000e+02
3.365000000000000000e+02,3.570000000000000000e+02
3.300000000000000000e+02,3.535000000000000000e+02
3.230000000000000000e+02,3.525000000000000000e+02
3.150000000000000000e+02,3.525000000000000000e+02
3.070000000000000000e+02,3.525000000000000000e+02
3.035000000000000000e+02,3.590000000000000000e+02
3.020000000000000000e+02,3.585000000000000000e+02
2.980000000000000000e+02,3.535000000000000000e+02
2.910000000000000000e+02,3.545000000000000000e+02
2.865000000000000000e+02,3.600000000000000000e+02
2.835000000000000000e+02,3.650000000000000000e+02
2.775000000000000000e+02,3.670000000000000000e+02
2.735000000000000000e+02,3.730000000000000000e+02
2.690000000000000000e+02,3.785000000000000000e+02
2.645000000000000000e+02,3.840000000000000000e+02
2.590000000000000000e+02,3.885000000000000000e+02
2.570000000000000000e+02,3.835000000000000000e+02
2.575000000000000000e+02,3.810000000000000000e+02
2.520000000000000000e+02,3.855000000000000000e+02
2.480000000000000000e+02,3.915000000000000000e+02
2.445000000000000000e+02,3.880000000000000000e+02
2.470000000000000000e+02,3.865000000000000000e+02
2.475000000000000000e+02,3.800000000000000000e+02
2.505000000000000000e+02,3.730000000000000000e+02
2.525000000000000000e+02,3.650000000000000000e+02
2.545000000000000000e+02,3.570000000000000000e+02
2.545000000000000000e+02,3.490000000000000000e+02
2.555000000000000000e+02,3.420000000000000000e+02
2.555000000000000000e+02,3.340000000000000000e+02
2.535000000000000000e+02,3.370000000000000000e+02
2.515000000000000000e+02,3.450000000000000000e+02
2.500000000000000000e+02,3.505000000000000000e+02
2.495000000000000000e+02,3.590000000000000000e+02
2.485000000000000000e+02,3.680000000000000000e+02
2.465000000000000000e+02,3.760000000000000000e+02
2.430000000000000000e+02,3.825000000000000000e+02
2.395000000000000000e+02,3.890000000000000000e+02
2.430000000000000000e+02,3.955000000000000000e+02
2.495000000000000000e+02,3.940000000000000000e+02
2.570000000000000000e+02,3.915000000000000000e+02
2.650000000000000000e+02,3.895000000000000000e+02
2.710000000000000000e+02,3.855000000000000000e+02
2.780000000000000000e+02,3.825000000000000000e+02
2.855000000000000000e+02,3.830000000000000000e+02
2.925000000000000000e+02,3.830000000000000000e+02
2.975000000000000000e+02,3.830000000000000000e+02
3.005000000000000000e+02,3.900000000000000000e+02
3.005000000000000000e+02,3.980000000000000000e+02
2.980000000000000000e+02,3.995000000000000000e+02
2.965000000000000000e+02,4.040000000000000000e+02
3.015000000000000000e+02,4.060000000000000000e+02
3.085000000000000000e+02,4.060000000000000000e+02
3.150000000000000000e+02,4.035000000000000000e+02
3.210000000000000000e+02,4.015000000000000000e+02
3.265000000000000000e+02,4.060000000000000000e+02
3.330000000000000000e+02,4.035000000000000000e+02
3.385000000000000000e+02,4.060000000000000000e+02
3.455000000000000000e+02,4.080000000000000000e+02
3.515000000000000000e+02,4.040000000000000000e+02
3.580000000000000000e+02,4.025000000000000000e+02
3.650000000000000000e+02,4.035000000000000000e+02
3.710000000000000000e+02,4.055000000000000000e+02
3.790000000000000000e+02,4.035000000000000000e+02
3.880000000000000000e+02,4.045000000000000000e+02
3.925000000000000000e+02,3.990000000000000000e+02
3.975000000000000000e+02,3.990000000000000000e+02
4.030000000000000000e+02,4.035000000000000000e+02
4.085000000000000000e+02,4.080000000000000000e+02
4.140000000000000000e+02,4.105000000000000000e+02
4.200000000000000000e+02,4.065000000000000000e+02
4.250000000000000000e+02,4.095000000000000000e+02
4.215000000000000000e+02,4.130000000000000000e+02
4.200000000000000000e+02,4.205000000000000000e+02
4.205000000000000000e+02,4.280000000000000000e+02
4.195000000000000000e+02,4.370000000000000000e+02
4.265000000000000000e+02,4.400000000000000000e+02
4.300000000000000000e+02,4.465000000000000000e+02
4.315000000000000000e+02,4.550000000000000000e+02
4.335000000000000000e+02,4.630000000000000000e+02
4.345000000000000000e+02,4.720000000000000000e+02
4.400000000000000000e+02,4.765000000000000000e+02
4.470000000000000000e+02,4.795000000000000000e+02
4.540000000000000000e+02,4.785000000000000000e+02
4.620000000000000000e+02,4.805000000000000000e+02
4.705000000000000000e+02,4.800000000000000000e+02
4.780000000000000000e+02,4.825000000000000000e+02
4.845000000000000000e+02,4.810000000000000000e+02
4.925000000000000000e+02,4.820000000000000000e+02
4.990000000000000000e+02,4.815000000000000000e+02
5.060000000000000000e+02,4.805000000000000000e+02
5.130000000000000000e+02,4.835000000000000000e+02
5.230000000000000000e+02,4.835000000000000000e+02
5.310000000000000000e+02,4.855000000000000000e+02
5.390000000000000000e+02,4.875000000000000000e+02
5.470000000000000000e+02,4.895000000000000000e+02
5.550000000000000000e+02,4.895000000000000000e+02
5.625000000000000000e+02,4.910000000000000000e+02
5.700000000000000000e+02,4.905000000000000000e+02
5.765000000000000000e+02,4.940000000000000000e+02
5.840000000000000000e+02,4.925000000000000000e+02
5.910000000000000000e+02,4.935000000000000000e+02
5.980000000000000000e+02,4.905000000000000000e+02
6.055000000000000000e+02,4.910000000000000000e+02
6.130000000000000000e+02,4.915000000000000000e+02
6.195000000000000000e+02,4.880000000000000000e+02
6.270000000000000000e+02,4.875000000000000000e+02
6.330000000000000000e+02,4.915000000000000000e+02
6.365000000000000000e+02,4.980000000000000000e+02
6.405000000000000000e+02,5.040000000000000000e+02
6.475000000000000000e+02,5.070000000000000000e+02
6.525000000000000000e+02,5.030000000000000000e+02
6.585000000000000000e+02,5.020000000000000000e+02
6.635000000000000000e+02,5.070000000000000000e+02
6.720000000000000000e+02,5.065000000000000000e+02
6.790000000000000000e+02,5.035000000000000000e+02
6.870000000000000000e+02,5.055000000000000000e+02
6.950000000000000000e+02,5.075000000000000000e+02
7.020000000000000000e+02,5.085000000000000000e+02
7.090000000000000000e+02,5.075000000000000000e+02
7.165000000000000000e+02,5.070000000000000000e+02
7.250000000000000000e+02,5.055000000000000000e+02
7.320000000000000000e+02,5.065000000000000000e+02
7.390000000000000000e+02,5.035000000000000000e+02
7.455000000000000000e+02,5.000000000000000000e+02
7.505000000000000000e+02,4.950000000000000000e+02
7.525000000000000000e+02,4.870000000000000000e+02
7.525000000000000000e+02,4.770000000000000000e+02
7.525000000000000000e+02,4.690000000000000000e+02
7.515000000000000000e+02,4.620000000000000000e+02
7.520000000000000000e+02,4.545000000000000000e+02
7.515000000000000000e+02,4.460000000000000000e+02
7.510000000000000000e+02,4.385000000000000000e+02
7.490000000000000000e+02,4.315000000000000000e+02
7.475000000000000000e+02,4.240000000000000000e+02
7.460000000000000000e+02,4.155000000000000000e+02
7.455000000000000000e+02,4.080000000000000000e+02
7.445000000000000000e+02,3.990000000000000000e+02
7.435000000000000000e+02,3.900000000000000000e+02
7.415000000000000000e+02,3.820000000000000000e+02
7.415000000000000000e+02,3.740000000000000000e+02
7.380000000000000000e+02,3.675000000000000000e+02
7.375000000000000000e+02,3.580000000000000000e+02
7.335000000000000000e+02,3.530000000000000000e+02
7.255000000000000000e+02,3.540000000000000000e+02
7.200000000000000000e+02,3.495000000000000000e+02
7.180000000000000000e+02,3.415000000000000000e+02
7.160000000000000000e+02,3.335000000000000000e+02
7.165000000000000000e+02,3.270000000000000000e+02
7.155000000000000000e+02,3.180000000000000000e+02
7.175000000000000000e+02,3.100000000000000000e+02
7.190000000000000000e+02,3.015000000000000000e+02
7.225000000000000000e+02,2.950000000000000000e+02
7.235000000000000000e+02,2.860000000000000000e+02
7.220000000000000000e+02,2.795000000000000000e+02
7.195000000000000000e+02,2.720000000000000000e+02
7.175000000000000000e+02,2.640000000000000000e+02
7.150000000000000000e+02,2.565000000000000000e+02
7.135000000000000000e+02,2.480000000000000000e+02
7.135000000000000000e+02,2.400000000000000000e+02
7.105000000000000000e+02,2.330000000000000000e+02
7.080000000000000000e+02,2.255000000000000000e+02
7.030000000000000000e+02,2.205000000000000000e+02
6.990000000000000000e+02,2.145000000000000000e+02
6.955000000000000000e+02,2.080000000000000000e+02
6.920000000000000000e+02,2.015000000000000000e+02
6.885000000000000000e+02,1.950000000000000000e+02
6.845000000000000000e+02,1.890000000000000000e+02
6.805000000000000000e+02,1.830000000000000000e+02
