11885.827685,6742.728471,11984.200022,7015.439741,116822.651083
11885.827685,6742.728471,12516.937392,6590.500507,31336.523556
16396.549994,7158.005046,16316.233712,7314.134449,69058.792612
16396.549994,7158.005046,16466.332619,6982.29822,49221.744147
16396.549994,7158.005046,16160.090184,6885.191972,11878.377907
13495.13973,7625.633805,13554.623744,7715.806915,31037.217283
15810.178188,7818.805195,15935.444204,7628.873203,54578.653267
15810.178188,7818.805195,15635.870343,7524.927398,31459.27463
15619.713964,8216.979187,15810.178188,7818.805195,57752.333585
15619.713964,8216.979187,15528.229852,7634.508292,12022.812358
14652.889725,7963.15412,14812.648429,8070.559819,61683.449621
14652.889725,7963.15412,14579.058421,7590.100292,11175.661606
14652.889725,7963.15412,14518.713234,7638.665254,9978.340239
14652.889725,7963.15412,14528.654346,8045.152291,59429.943309
12624.57066,6539.559761,12742.890661,6684.076143,43082.372638
12516.937392,6590.500507,12415.271821,6231.407794,11282.654208
12516.937392,6590.500507,12624.57066,6539.559761,45593.91498
12516.937392,6590.500507,12590.54025,6820.219565,25017.298616
12758.566552,6525.682802,12841.002496,6679.189174,52253.715123
12758.566552,6525.682802,12742.890661,6684.076143,50003.881248
12150.915107,7489.695393,12310.081886,7958.00379,123146.366183
12150.915107,7489.695393,11984.200022,7015.439741,113249.979076
11984.200022,7015.439741,12590.54025,6820.219565,24041.834558
12742.890661,6684.076143,12706.847656,6868.811551,12834.876828
12590.54025,6820.219565,12706.847656,6868.811551,20177.395257
14115.834674,6948.828717,14046.412208,6857.604018,25033.085877
14528.654346,8045.152291,14432.760928,7747.31272,14242.895575
13413.307451,7680.671404,13495.13973,7625.633805,30034.40789
13413.307451,7680.671404,13407.798743,7314.718483,5726.544215
13413.307451,7680.671404,13420.70668,7930.070194,12296.707537
13413.307451,7680.671404,13343.637978,7634.859158,31522.521891
13433.662796,8302.242129,13420.70668,7930.070194,11183.401481
13420.70668,7930.070194,13324.413951,7909.95983,18444.583428
13892.063707,8224.978471,14036.493854,8191.854222,41155.0932
13892.063707,8224.978471,13742.450922,8260.678854,45652.674132
14036.493854,8191.854222,14151.979888,8173.749688,42397.577134
13858.762268,7918.541541,13892.063707,8224.978471,16827.639672
13858.762268,7918.541541,13920.223127,7814.088262,28262.87557
13858.762268,7918.541541,13799.235668,7837.735894,29076.85529
13799.235668,7837.735894,13814.351049,7671.608236,8046.651916
14895.053728,7009.123971,14941.338564,6915.243479,28000.262323
14895.053728,7009.123971,14816.189544,6928.115161,27642.147478
14741.309096,7018.598089,14816.189544,6928.115161,25446.367947
13771.328985,7601.193454,13814.351049,7671.608236,24347.104224
13771.328985,7601.193454,13719.568224,7688.847291,23841.146788
15935.444204,7628.873203,15762.702925,7313.099558,13614.585111
15762.702925,7313.099558,15781.574102,7203.649073,24244.412088
14216.268266,6923.938661,14181.046127,6645.932241,16026.965635
14216.268266,6923.938661,14115.834674,6948.828717,28160.723412
14216.268266,6923.938661,14305.258456,6997.401143,30047.858927
14216.268266,6923.938661,14243.508111,7183.848412,9010.042872
14812.648429,8070.559819,14768.226464,7648.554087,14787.101925
15186.25276,8283.041487,15619.713964,8216.979187,137108.382845
15186.25276,8283.041487,14812.648429,8070.559819,69357.197561
15186.25276,8283.041487,15113.512572,7607.710358,60849.162791
14778.422296,7219.643022,14741.309096,7018.598089,14927.376603
14778.422296,7219.643022,14859.923825,7338.355906,36002.786457
14901.67481,7218.319783,14895.053728,7009.123971,17222.427077
14901.67481,7218.319783,14859.923825,7338.355906,37402.169546
14901.67481,7218.319783,15028.442674,7330.835652,37283.090199
14859.923825,7338.355906,14880.013739,7556.53599,4861.986045
13740.546945,7853.644964,13799.235668,7837.735894,26186.61661
13740.546945,7853.644964,13719.568224,7688.847291,10195.655817
13719.568224,7688.847291,13682.590161,7611.524612,26320.194824
13682.590161,7611.524612,13647.539396,7702.415971,25846.202475
13587.092213,8286.664851,13433.662796,8302.242129,54649.762584
13587.092213,8286.664851,13557.788538,7917.099771,18374.072839
13587.092213,8286.664851,13742.450922,8260.678854,50868.500025
13742.450922,8260.678854,13704.093868,7941.587326,12078.18713
13554.623744,7715.806915,13613.681343,7616.478088,27496.633764
13613.681343,7616.478088,13647.539396,7702.415971,27568.975644
13704.093868,7941.587326,13740.546945,7853.644964,25982.536271
13704.093868,7941.587326,13648.064381,7867.681012,23787.720144
13647.539396,7702.415971,13648.064381,7867.681012,5974.488721
13557.788538,7917.099771,13420.70668,7930.070194,20186.927024
13557.788538,7917.099771,13554.623744,7715.806915,13399.141788
13557.788538,7917.099771,13648.064381,7867.681012,22887.480274
14812.632681,7555.942644,14880.013739,7556.53599,29788.409404
14812.632681,7555.942644,14768.226464,7648.554087,33872.634192
14812.632681,7555.942644,14732.418807,7424.48832,15378.032638
14599.143081,7193.024637,14497.303707,7194.00629,27588.499106
14718.298336,7306.368782,14778.422296,7219.643022,40244.272409
14718.298336,7306.368782,14599.143081,7193.024637,25655.215001
14718.298336,7306.368782,14732.418807,7424.48832,24705.792394
14732.418807,7424.48832,14629.406295,7415.550765,12390.964368
13696.497442,7336.777708,13682.590161,7611.524612,5940.594014
13752.391697,7335.178663,13771.328985,7601.193454,10835.579322
13752.391697,7335.178663,13696.497442,7336.777708,56529.379547
13879.612719,7654.36089,13814.351049,7671.608236,21623.546073
13920.223127,7814.088262,13879.612719,7654.36089,12205.072769
13994.427246,7891.857084,14036.493854,8191.854222,12536.724246
13994.427246,7891.857084,13920.223127,7814.088262,29466.171047
13994.427246,7891.857084,14022.212182,7789.273583,28342.99052
14022.212182,7789.273583,13989.08235,7635.195923,6753.146541
13920.687006,7578.052053,13879.612719,7654.36089,23144.04705
13920.687006,7578.052053,13989.08235,7635.195923,19877.749789
12991.795822,7082.811931,12938.709908,6656.554903,13073.75923
12991.795822,7082.811931,13036.433408,7320.144489,72286.012797
12991.795822,7082.811931,12959.735311,7326.23612,72344.452295
13065.104583,7316.444865,13036.433408,7320.144489,71662.247465
13065.104583,7316.444865,13088.503346,7661.24788,4645.626282
13036.433408,7320.144489,13031.673923,7667.979837,4027.099399
13341.820545,7312.496488,13343.637978,7634.859158,8368.839101
13341.820545,7312.496488,13381.19289,7097.765972,65271.83313
13253.713719,6406.315135,13214.671861,6225.295256,9586.170312
13253.713719,6406.315135,13315.859919,6486.641224,35167.890115
14115.325303,6548.391167,14063.551548,6444.305247,12822.99916
14181.046127,6645.932241,14115.325303,6548.391167,40337.77077
14181.046127,6645.932241,14243.541717,6526.781765,42815.103123
16466.332619,6982.29822,16494.076033,6853.464128,39965.846426
16466.332619,6982.29822,16245.267568,6818.114827,12467.362244
14432.760928,7747.31272,14376.106675,7808.94871,18374.792869
14427.02192,8108.748538,14528.654346,8045.152291,49073.358237
14427.02192,8108.748538,14376.106675,7808.94871,11415.589093
14427.02192,8108.748538,14338.610258,8145.608109,47040.828786
14338.610258,8145.608109,14302.972847,7835.49651,7264.977384
14302.972847,7835.49651,14324.211442,7755.737827,23203.419553
14376.106675,7808.94871,14324.211442,7755.737827,21825.474904
14587.679386,7018.672333,14599.143081,7193.024637,16175.370502
14587.679386,7018.672333,14535.996486,6921.662305,29573.468036
14587.679386,7018.672333,14669.721441,6930.971546,27630.722874
14669.721441,6930.971546,14741.309096,7018.598089,26560.209468
14493.990587,6643.803751,14397.174316,6505.725363,22413.523767
14493.990587,6643.803751,14528.023669,6568.315384,42538.37193
14493.990587,6643.803751,14512.612054,6769.527132,24231.441051
14441.840354,6754.495564,14512.612054,6769.527132,17191.954943
14535.996486,6921.662305,14478.009548,7017.083865,30248.834532
14535.996486,6921.662305,14512.612054,6769.527132,9227.283409
13315.859919,6486.641224,13332.433673,6380.576492,24570.893729
13315.859919,6486.641224,13412.82829,6694.274495,13525.332648
13290.473552,6193.983233,13242.158668,5966.29148,15646.852271
13290.473552,6193.983233,13214.671861,6225.295256,21042.074118
13290.473552,6193.983233,13372.298613,6248.762619,27117.447347
13290.473552,6193.983233,13332.433673,6380.576492,8882.903371
13332.433673,6380.576492,13380.890104,6404.351481,19632.586707
13372.298613,6248.762619,13380.890104,6404.351481,7386.340248
12959.735311,7326.23612,12998.527835,7672.532334,6010.136794
12902.821463,7090.309295,12841.002496,6679.189174,7733.719393
12902.821463,7090.309295,12959.735311,7326.23612,72647.361482
12769.543732,7367.884222,12150.915107,7489.695393,70372.957725
12769.543732,7367.884222,12903.94916,7737.722682,8379.704453
12817.011651,7235.200313,12706.847656,6868.811551,29111.823586
12817.011651,7235.200313,12902.821463,7090.309295,72470.877767
12817.011651,7235.200313,12769.543732,7367.884222,72875.466381
12817.011651,7235.200313,12939.40709,7679.587894,3674.978976
13613.427837,7329.521927,13613.681343,7616.478088,8917.436866
13661.193172,7140.712906,13696.497442,7336.777708,56865.775406
13661.193172,7140.712906,13613.427837,7329.521927,59083.522657
13661.193172,7140.712906,13645.940146,6901.118044,10321.291524
13942.125251,6586.195228,13931.192109,6689.666693,28358.270493
14009.791453,6578.192692,14063.551548,6444.305247,12055.029047
14009.791453,6578.192692,13942.125251,6586.195228,31172.111364
14061.565207,6682.278612,14115.325303,6548.391167,29193.305106
14061.565207,6682.278612,14009.791453,6578.192692,30567.793431
14061.565207,6682.278612,14046.412208,6857.604018,13778.68107
14046.412208,6857.604018,13986.853205,6930.957666,24379.628342
15635.870343,7524.927398,15565.698469,7510.368464,31564.420879
15635.870343,7524.927398,15647.172397,7348.08717,13926.457234
13431.827876,6164.87061,13372.298613,6248.762619,32011.401248
13431.827876,6164.87061,13396.87328,5951.425175,12625.870397
13431.827876,6164.87061,13506.096323,6083.3988,18601.131644
14426.894329,7629.005874,14432.760928,7747.31272,17888.66315
14426.894329,7629.005874,14357.094163,7544.228624,21723.314373
14426.894329,7629.005874,14518.713234,7638.665254,25202.374607
14629.406295,7415.550765,14660.771517,7540.42126,15810.860832
14660.771517,7540.42126,14768.226464,7648.554087,27566.654305
14579.058421,7590.100292,14518.713234,7638.665254,30005.766616
14579.058421,7590.100292,14660.771517,7540.42126,35174.148533
14579.058421,7590.100292,14462.222675,7438.994268,13842.296779
15528.229852,7634.508292,15565.698469,7510.368464,33199.228509
15565.698469,7510.368464,15541.337432,7353.494676,7615.261803
13986.853205,6930.957666,13951.606491,6851.547424,22484.152449
13785.18432,6911.256978,13691.596406,6849.651442,18100.923465
13810.926433,7157.458396,13752.391697,7335.178663,57265.199974
13810.926433,7157.458396,13785.18432,6911.256978,18371.00102
13810.926433,7157.458396,13896.782162,7339.987392,53343.605069
13896.782162,7339.987392,13920.687006,7578.052053,14465.621062
13896.782162,7339.987392,13935.043413,7166.077693,52115.140438
13809.234537,6717.96605,13715.305757,6679.746839,18809.804688
13809.234537,6717.96605,13852.823521,6628.377039,26009.369628
13852.823521,6628.377039,13931.192109,6689.666693,26877.659176
13931.192109,6689.666693,13951.606491,6851.547424,5034.429387
13935.043413,7166.077693,13922.154523,6922.763961,4804.172329
13951.606491,6851.547424,13922.154523,6922.763961,22210.516526
13858.151158,6850.472242,13785.18432,6911.256978,25447.307972
13858.151158,6850.472242,13809.234537,6717.96605,18263.566958
13858.151158,6850.472242,13922.154523,6922.763961,21780.627192
13300.713666,7744.959539,13343.637978,7634.859158,31764.515564
13300.713666,7744.959539,13324.413951,7909.95983,11273.062817
12998.527835,7672.532334,13031.673923,7667.979837,32235.429805
14151.979888,8173.749688,14116.126958,7865.23501,10785.461729
14151.979888,8173.749688,14257.943496,8160.855601,45119.120205
14257.943496,8160.855601,14338.610258,8145.608109,46390.283424
14257.943496,8160.855601,14197.694846,7848.990265,10439.249265
13223.271429,7700.5675,13300.713666,7744.959539,32926.973334
